I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
499131.000000,0.330000,0.317867,7.772767,-0.013929,0.000000,-0.400000,-0.062753,7.245545,-0.043980,0.000000
499132.000000,0.330000,0.317882,7.772767,-0.007238,0.000000,-0.400000,-0.062749,7.245545,-0.035366,0.000000
499133.000000,0.330000,0.317901,7.772767,-0.002145,0.000000,-0.400000,-0.062745,7.245545,-0.032596,0.000000
499136.000000,0.330000,0.317922,7.772767,-0.000672,0.000000,-0.400000,-0.062742,7.245545,-0.033807,0.000000
499176.000000,0.330000,0.316367,7.772767,-0.055787,0.000000,-0.400000,-0.062824,7.245545,-0.011343,0.000000
499177.000000,0.330000,0.316274,7.772767,-0.031208,0.000000,-0.400000,-0.062716,7.245545,-0.016010,0.000000
499178.000000,0.330000,0.316253,7.772767,-0.025768,0.000000,-0.400000,-0.062680,7.245545,-0.016392,0.000000
499179.000000,0.330000,0.316234,7.772767,-0.023173,0.000000,-0.400000,-0.062649,7.245545,-0.021372,0.000000
499180.000000,0.330000,0.316218,7.772767,-0.018892,0.000000,-0.400000,-0.062629,7.245545,-0.031904,0.000000
499181.000000,0.330000,0.316208,7.772767,-0.011901,0.000000,-0.400000,-0.062623,7.245545,-0.043964,0.000000
499182.000000,0.330000,0.316204,7.772767,-0.005747,0.000000,-0.400000,-0.062627,7.245545,-0.053123,0.000000
499183.000000,0.330000,0.316202,7.772767,-0.002315,0.000000,-0.400000,-0.062638,7.245545,-0.058802,0.000000
499184.000000,0.330000,0.316201,7.772767,-0.002471,0.000000,-0.400000,-0.062655,7.245545,-0.062340,0.000000
499188.000000,0.330000,0.316113,7.772767,-0.042788,0.000000,-0.400000,-0.062719,7.245545,-0.051042,0.000000
499189.000000,0.330000,0.316066,7.772767,-0.052064,0.000000,-0.400000,-0.062723,7.245545,-0.044191,0.000000
499190.000000,0.330000,0.316015,7.772767,-0.056376,0.000000,-0.400000,-0.062721,7.245545,-0.037843,0.000000
499191.000000,0.330000,0.315964,7.772767,-0.056863,0.000000,-0.400000,-0.062715,7.245545,-0.033767,0.000000
499192.000000,0.330000,0.315915,7.772767,-0.055455,0.000000,-0.400000,-0.062707,7.245545,-0.032757,0.000000
499193.000000,0.330000,0.315868,7.772767,-0.053985,0.000000,-0.400000,-0.062703,7.245545,-0.035970,0.000000
499196.000000,0.330000,0.315820,7.772767,-0.055010,0.000000,-0.400000,-0.062706,7.245545,-0.042791,0.000000
499197.000000,0.330000,0.315669,7.772767,-0.061870,0.000000,-0.400000,-0.062761,7.245545,-0.065065,0.000000
499198.000000,0.330000,0.315625,7.772767,-0.058562,0.000000,-0.400000,-0.062790,7.245545,-0.068605,0.000000
499199.000000,0.330000,0.315590,7.772767,-0.051120,0.000000,-0.400000,-0.062820,7.245545,-0.069078,0.000000
499200.000000,0.330000,0.315566,7.772767,-0.041590,0.000000,-0.400000,-0.062848,7.245545,-0.067327,0.000000
499201.000000,0.330000,0.315552,7.772767,-0.033008,0.000000,-0.400000,-0.062872,7.245545,-0.064043,0.000000
499202.000000,0.330000,0.315547,7.772767,-0.026388,0.000000,-0.400000,-0.062892,7.245545,-0.059400,0.000000
499203.000000,0.330000,0.315547,7.772767,-0.022052,0.000000,-0.400000,-0.062906,7.245545,-0.052456,0.000000
499206.000000,0.330000,0.315549,7.772767,-0.022196,0.000000,-0.400000,-0.062910,7.245545,-0.044272,0.000000
499207.000000,0.330000,0.315526,7.772767,-0.043356,0.000000,-0.400000,-0.062893,7.245545,-0.032763,0.000000
499208.000000,0.330000,0.315507,7.772767,-0.050613,0.000000,-0.400000,-0.062880,7.245545,-0.031233,0.000000
499209.000000,0.330000,0.315483,7.772767,-0.056993,0.000000,-0.400000,-0.062865,7.245545,-0.030336,0.000000
499210.000000,0.330000,0.315457,7.772767,-0.060140,0.000000,-0.400000,-0.062848,7.245545,-0.029507,0.000000
499211.000000,0.330000,0.315434,7.772767,-0.057500,0.000000,-0.400000,-0.062828,7.245545,-0.027603,0.000000
499212.000000,0.330000,0.315419,7.772767,-0.050093,0.000000,-0.400000,-0.062803,7.245545,-0.022927,0.000000
499213.000000,0.330000,0.315413,7.772767,-0.041317,0.000000,-0.400000,-0.062771,7.245545,-0.015743,0.000000
499216.000000,0.330000,0.315413,7.772767,-0.033601,0.000000,-0.400000,-0.062731,7.245545,-0.009107,0.000000
499217.000000,0.330000,0.315432,7.772767,-0.026034,0.000000,-0.400000,-0.062607,7.245545,-0.015440,0.000000
499218.000000,0.330000,0.315434,7.772767,-0.030234,0.000000,-0.400000,-0.062579,7.245545,-0.026679,0.000000
499219.000000,0.330000,0.315429,7.772767,-0.036512,0.000000,-0.400000,-0.062563,7.245545,-0.039602,0.000000
499220.000000,0.330000,0.315420,7.772767,-0.041051,0.000000,-0.400000,-0.062558,7.245545,-0.052261,0.000000
499221.000000,0.330000,0.315411,7.772767,-0.040997,0.000000,-0.400000,-0.062563,7.245545,-0.062959,0.000000
499222.000000,0.330000,0.315405,7.772767,-0.037864,0.000000,-0.400000,-0.062574,7.245545,-0.068970,0.000000
499223.000000,0.330000,0.315401,7.772767,-0.035208,0.000000,-0.400000,-0.062584,7.245545,-0.068891,0.000000
499226.000000,0.330000,0.315399,7.772767,-0.034454,0.000000,-0.400000,-0.062591,7.245545,-0.065752,0.000000
499227.000000,0.330000,0.315398,7.772767,-0.027884,0.000000,-0.400000,-0.062582,7.245545,-0.047194,0.000000
499228.000000,0.330000,0.315407,7.772767,-0.023358,0.000000,-0.400000,-0.062560,7.245545,-0.035743,0.000000
499229.000000,0.330000,0.315415,7.772767,-0.024024,0.000000,-0.400000,-0.062529,7.245545,-0.025177,0.000000
499230.000000,0.330000,0.315419,7.772767,-0.028117,0.000000,-0.400000,-0.062488,7.245545,-0.014271,0.000000
499231.000000,0.330000,0.315420,7.772767,-0.031972,0.000000,-0.400000,-0.062437,7.245545,-0.003257,0.000000
499232.000000,0.330000,0.315418,7.772767,-0.035489,0.000000,-0.400000,-0.062380,7.245545,0.003050,0.000000
499233.000000,0.330000,0.315413,7.772767,-0.039139,0.000000,-0.400000,-0.062325,7.245545,0.002214,0.000000
499236.000000,0.330000,0.315406,7.772767,-0.041913,0.000000,-0.400000,-0.062274,7.245545,-0.001527,0.000000
499237.000000,0.330000,0.315409,7.772767,-0.030082,0.000000,-0.400000,-0.062137,7.245545,-0.006367,0.000000
499238.000000,0.330000,0.315427,7.772767,-0.023022,0.000000,-0.400000,-0.062099,7.245545,-0.010189,0.000000
499239.000000,0.330000,0.315447,7.772767,-0.021817,0.000000,-0.400000,-0.062066,7.245545,-0.014528,0.000000
499240.000000,0.330000,0.315465,7.772767,-0.026341,0.000000,-0.400000,-0.062038,7.245545,-0.019195,0.000000
499241.000000,0.330000,0.315479,7.772767,-0.031561,0.000000,-0.400000,-0.062014,7.245545,-0.022868,0.000000
499242.000000,0.330000,0.315493,7.772767,-0.033580,0.000000,-0.400000,-0.061992,7.245545,-0.024995,0.000000
499243.000000,0.330000,0.315508,7.772767,-0.033017,0.000000,-0.400000,-0.061973,7.245545,-0.027125,0.000000
499246.000000,0.330000,0.315524,7.772767,-0.032805,0.000000,-0.400000,-0.061957,7.245545,-0.029482,0.000000
499248.000000,0.330000,0.315559,7.772767,-0.038877,0.000000,-0.400000,-0.061861,7.245545,-0.008404,0.000000
499249.000000,0.330000,0.315555,7.772767,-0.043324,0.000000,-0.400000,-0.061818,7.245545,0.000971,0.000000
499250.000000,0.330000,0.315544,7.772767,-0.047169,0.000000,-0.400000,-0.061767,7.245545,0.011168,0.000000
499251.000000,0.330000,0.315533,7.772767,-0.046111,0.000000,-0.400000,-0.061709,7.245545,0.018002,0.000000
499252.000000,0.330000,0.315524,7.772767,-0.041181,0.000000,-0.400000,-0.061653,7.245545,0.017913,0.000000
499253.000000,0.330000,0.315521,7.772767,-0.035413,0.000000,-0.400000,-0.061603,7.245545,0.011739,0.000000
499256.000000,0.330000,0.315523,7.772767,-0.028881,0.000000,-0.400000,-0.061563,7.245545,0.003179,0.000000
499276.000000,0.330000,0.315707,7.772767,-0.051506,0.000000,-0.400000,-0.061682,7.245545,-0.007678,0.000000
499277.000000,0.330000,0.315655,7.772767,-0.049083,0.000000,-0.400000,-0.061717,7.245545,-0.025591,0.000000
499279.000000,0.330000,0.315596,7.772767,-0.062218,0.000000,-0.400000,-0.061790,7.245545,-0.040940,0.000000
499280.000000,0.330000,0.315555,7.772767,-0.070295,0.000000,-0.400000,-0.061830,7.245545,-0.041083,0.000000
499281.000000,0.330000,0.315507,7.772767,-0.077429,0.000000,-0.400000,-0.061866,7.245545,-0.038112,0.000000
499282.000000,0.330000,0.315458,7.772767,-0.079026,0.000000,-0.400000,-0.061898,7.245545,-0.034479,0.000000
