I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13
527538.000000,3.353982,6.335700,11.926868,-36.100708,0.000000,-15.777100,1.510155,69.149017,-6.837917,0.000000,2.057334,-20.215736,7.012630
527539.000000,4.153213,6.335700,8.729948,-36.099182,0.000000,-13.151422,1.510155,58.646305,-6.827654,0.000000,2.058860,-20.229122,7.020527
527540.000000,3.687671,6.310559,10.491551,-36.097347,0.000000,-9.918756,1.674217,46.371895,-6.825675,0.000000,2.060925,-20.239174,7.025510
527542.000000,2.519786,6.310559,15.163093,-36.092041,0.000000,-10.513810,1.674217,48.752110,-6.808612,0.000000,2.062796,-20.249386,7.027670
527543.000000,6.013769,6.270881,1.028450,-36.087212,0.000000,-18.168528,1.843687,80.048859,-6.783601,0.000000,2.075389,-20.280422,7.017726
527544.000000,9.686527,6.111804,-14.298893,-36.087841,0.000000,-16.514507,2.068699,74.332825,-6.781288,0.000000,2.089319,-20.295528,7.005765
527545.000000,11.713950,6.111804,-22.408585,-36.091763,0.000000,-10.396096,2.068699,49.859180,-6.772563,0.000000,2.105842,-20.303959,6.992209
527546.000000,11.636382,5.880382,-23.024000,-36.092461,0.000000,-4.899205,2.140463,28.158672,-6.769816,0.000000,2.122379,-20.305780,6.978442
527547.000000,9.913136,5.880382,-16.131014,-36.095284,0.000000,-5.019042,2.140463,28.638018,-6.764805,0.000000,2.137168,-20.306330,6.964824
527548.000000,7.474458,5.692442,-7.128065,-36.095551,0.000000,-10.158550,2.177366,49.343666,-6.756170,0.000000,2.149228,-20.311052,6.952097
527549.000000,5.569659,5.692442,0.491133,-36.095463,0.000000,-14.592000,2.177366,67.077469,-6.744431,0.000000,2.158620,-20.319902,6.941628
527550.000000,4.910884,5.572965,2.648325,-36.095306,0.000000,-13.727087,2.293644,64.082924,-6.740573,0.000000,2.166296,-20.327663,6.934348
527552.000000,5.133085,5.572965,1.759521,-36.094692,0.000000,-8.664995,2.293644,43.834557,-6.725231,0.000000,2.173529,-20.329052,6.929287
527554.000000,2.359428,5.384628,12.100801,-36.092464,0.000000,-22.239546,2.363285,98.411324,-6.697206,0.000000,2.193201,-20.337612,6.910175
527555.000000,1.506256,5.384628,15.513487,-36.089748,0.000000,-31.530067,2.363285,135.573410,-6.673481,0.000000,2.196085,-20.360897,6.907348
527556.000000,2.145365,5.347224,12.807434,-36.087505,0.000000,-32.360863,2.706457,140.269287,-6.670619,0.000000,2.198545,-20.386637,6.907642
527557.000000,2.705004,5.347224,10.568880,-36.085655,0.000000,-26.375664,2.706457,116.328484,-6.650262,0.000000,2.200331,-20.407122,6.911557
527558.000000,2.010593,5.337342,13.306995,-36.083328,0.000000,-19.500080,2.943338,89.773674,-6.647609,0.000000,2.199956,-20.420477,6.919843
527559.000000,0.598763,5.337342,18.954317,-36.080009,0.000000,-16.851519,2.943338,79.179428,-6.633753,0.000000,2.197218,-20.430582,6.931156
527560.000000,-0.521772,5.383889,23.622643,-36.076458,0.000000,-18.475132,3.095785,86.283669,-6.629791,0.000000,2.193307,-20.442255,6.942910
527562.000000,-0.723032,5.383889,24.427685,-36.067909,0.000000,-18.005899,3.095785,84.406738,-6.600248,0.000000,2.189837,-20.453184,6.953233
527563.000000,1.250697,5.418808,16.672443,-36.057529,0.000000,8.284417,3.166107,-20.473240,-6.587766,0.000000,2.188656,-20.435814,6.966681
527564.000000,1.794905,5.408467,14.454247,-36.055000,0.000000,20.153570,2.871040,-69.130119,-6.589406,0.000000,2.189796,-20.410149,6.970715
527565.000000,1.289222,5.408467,16.476978,-36.052116,0.000000,20.778852,2.871040,-71.631248,-6.601941,0.000000,2.190441,-20.387312,6.973631
527566.000000,0.052621,5.407023,21.417606,-36.048367,0.000000,15.520226,2.602583,-51.670570,-6.603289,0.000000,2.190002,-20.371798,6.975334
527567.000000,-0.903843,5.407023,25.243464,-36.043949,0.000000,12.415542,2.602583,-39.251835,-6.610157,0.000000,2.188684,-20.359386,6.976814
527568.000000,-0.670330,5.428718,24.396193,-36.039680,0.000000,12.902029,2.425890,-41.904556,-6.611818,0.000000,2.186903,-20.346556,6.980297
527569.000000,0.152476,5.428718,21.104965,-36.035988,0.000000,11.997073,2.425890,-38.284733,-6.618518,0.000000,2.184767,-20.334753,6.987170
527570.000000,0.036899,5.465867,21.715870,-36.032188,0.000000,5.450376,2.307182,-12.572773,-6.619259,0.000000,2.181596,-20.329597,6.996696
527572.000000,-1.074912,5.465867,26.163113,-36.023033,0.000000,-3.580674,2.307182,23.551426,-6.611016,0.000000,2.177099,-20.333500,7.006835
527574.000000,4.808399,5.540359,2.927841,-36.009945,0.000000,11.493612,2.302509,-36.764412,-6.600565,0.000000,2.170954,-20.328930,7.038783
527575.000000,7.398370,5.540359,-7.432045,-36.011246,0.000000,17.532864,2.302509,-60.921417,-6.611226,0.000000,2.173316,-20.311861,7.053573
527576.000000,7.028016,5.512183,-6.063334,-36.012306,0.000000,15.240900,2.079941,-52.643837,-6.612882,0.000000,2.174979,-20.297134,7.069329
527577.000000,4.320574,5.512183,4.766434,-36.011471,0.000000,7.532973,2.079941,-21.812130,-6.616699,0.000000,2.173947,-20.290112,7.085051
527578.000000,1.944372,5.542799,14.393707,-36.008953,0.000000,0.652870,2.029753,5.507531,-6.615931,0.000000,2.170605,-20.289965,7.100584
527579.000000,1.666049,5.542799,15.507001,-36.006241,0.000000,-1.032433,2.029753,12.248743,-6.613787,0.000000,2.167043,-20.291504,7.115959
527580.000000,2.423985,5.586288,12.649212,-36.004204,0.000000,0.982436,2.037029,4.218374,-6.613049,0.000000,2.164393,-20.291004,7.130880
527582.000000,2.171278,5.586288,13.660042,-35.999424,0.000000,2.108487,2.037029,-0.285830,-6.613149,0.000000,2.161951,-20.289335,7.144475
527583.000000,-0.143765,5.623942,23.070831,-35.988579,0.000000,0.013807,2.020954,8.028588,-6.610275,0.000000,2.156331,-20.288919,7.163042
527584.000000,0.652282,5.649923,19.990562,-35.985081,0.000000,1.387817,2.013664,2.503387,-6.609837,0.000000,2.155302,-20.287666,7.168182
527585.000000,2.649173,5.649923,12.002997,-35.982979,0.000000,4.826949,2.013664,-11.253139,-6.611806,0.000000,2.156574,-20.282942,7.172446
527586.000000,3.970447,5.622455,6.608031,-35.981823,0.000000,7.554123,1.928415,-22.502832,-6.613654,0.000000,2.159226,-20.275488,7.176547
527587.000000,2.999895,5.622455,10.490240,-35.979988,0.000000,6.431961,1.928415,-18.014183,-6.616806,0.000000,2.160991,-20.269140,7.180398
527588.000000,0.355034,5.615711,21.042709,-35.976307,0.000000,1.863707,1.871538,0.031323,-6.616802,0.000000,2.160189,-20.267363,7.184032
527589.000000,-1.605379,5.615711,28.884361,-35.971252,0.000000,-2.167093,1.871538,16.154522,-6.613975,0.000000,2.157375,-20.269621,7.187809
527590.000000,-1.466483,5.655752,28.488941,-35.966270,0.000000,-2.270131,1.904009,16.696558,-6.611053,0.000000,2.154469,-20.272001,7.192255
